prompt,ground_truth,generated_plan,precision,recall,f1,true_skip_ratio,transmission_rate,num_tokens,latency_s,throughput_tok_per_s
"Would you get me a Cold Brew Decaf with whipped cream, please?",1. Place cup 2. Add ice 3. Pour decaf cold brew 4. Garnish whipped cream 5. Serve beverage 6. Done, 1. Place cup 2. Add ice 3. Pour decaf cold brew 4. Garnish whipped cream 5. Serve beverage 6. Done,1.000,1.000,1.000,1.0,0.24390243902439024,41,2.798,14.7
"Would you get me a Toffee-Nut Latte with whipped cream, please?",1. Place cup 2. Drizzle toffee nut syrup 3. Pour milk 4. Garnish whipped cream 5. Serve beverage 6. Done, 1. Place cup 2. Drizzle toffee nut syrup 3. Pour milk 4. Garnish whipped cream 5. Serve beverage 6. Done,1.000,1.000,1.000,1.0,0.3409090909090909,44,3.552,12.4
Please may I have a Condensed-Milk Latte with an extra shot of espresso?,1. Place cup 2. Drizzle condensed milk 3. Pour espresso 4. Pour milk 5. Pour espresso 6. Serve beverage 7. Done, 1. Place cup 2. Drizzle condensed milk 3. Pour espresso 4. Pour milk 5. Pour espresso 6. Serve beverage 7. Done,1.000,1.000,1.000,1.0,0.26666666666666666,45,3.268,13.8
Could you please prepare a King Mega Choco with a dash of vanilla syrup for me?,1. Place cup 2. Drizzle chocolate syrup 3. Pour espresso 4. Pour milk 5. Garnish chocolate powder 6. Drizzle vanilla syrup 7. Serve beverage 8. Done, 1. Prepare blender 2. Add ice 3. Drizzle chocolate syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle vanilla syrup 8. Serve beverage 9. Done,0.556,0.625,0.588,1.0,0.21875,64,4.278,15.0
Please may I have a Strawberry Latte with an extra shot of espresso?,1. Place cup 2. Drizzle strawberry syrup 3. Pour milk 4. Pour espresso 5. Serve beverage 6. Done, 1. Place cup 2. Drizzle strawberry syrup 3. Pour milk 4. Pour espresso 5. Serve beverage 6. Done,1.000,1.000,1.000,0.95,0.325,40,3.115,12.8
"Would you get me a Green Tea Latte with whipped cream, please?",1. Place cup 2. Pour green tea concentrate 3. Pour milk 4. Garnish whipped cream 5. Serve beverage 6. Done, 1. Place cup 2. Pour green tea concentrate 3. Pour milk 4. Garnish whipped cream 5. Serve beverage 6. Done,1.000,1.000,1.000,1.0,0.23076923076923078,39,2.498,15.6
"Would you get me a Lemonade with whipped cream, please?",1. Place cup 2. Add ice 3. Pour lemonade 4. Garnish lemon slice 5. Garnish whipped cream 6. Serve beverage 7. Done, 1. Place cup 2. Add ice 3. Pour lemonade 4. Garnish lemon slice 5. Garnish whipped cream 6. Serve beverage 7. Done,1.000,1.000,1.000,0.9787234042553191,0.3191489361702128,47,3.736,12.6
Please may I have a Real Choco Frappe with an extra shot of espresso?,1. Prepare blender 2. Add ice 3. Drizzle chocolate syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Drizzle chocolate syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done,1.000,1.000,1.000,1.0,0.23333333333333334,60,4.040,14.9
Please may I have a Unicorn Frappe with an extra shot of espresso?,1. Prepare blender 2. Add ice 3. Drizzle colored syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Drizzle colored syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done,1.000,1.000,1.000,1.0,0.25862068965517243,58,4.218,13.7
Could you please prepare a Strawberry Cookie Frappe with a dash of vanilla syrup for me?,1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Drizzle cookie syrup 5. Pour milk 6. Blend well 7. Pour into cup 8. Drizzle vanilla syrup 9. Serve beverage 10. Done, 1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Drizzle cookie syrup 5. Pour milk 6. Blend well 7. Pour into cup 8. Drizzle vanilla syrup 9. Serve beverage 11. Done,1.000,1.000,1.000,0.96,0.18666666666666668,75,4.748,15.8
I would like to order a Cold Brew Concentrate with extra milk.,1. Place cup 2. Pour cold brew concentrate 3. Pour milk 4. Serve beverage 5. Done, 1. Place cup 2. Pour cold brew concentrate 3. Pour milk 4. Serve beverage 5. Done,1.000,1.000,1.000,1.0,0.23333333333333334,30,1.890,15.9
"May I have a One Real Choco Frappe with caramel drizzle, please., thank you?",1. Prepare blender 2. Add ice 3. Drizzle chocolate syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle caramel syrup 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Drizzle chocolate syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle caramel syrup 8. Serve beverage 9. Done,1.000,1.000,1.000,0.9846153846153847,0.26153846153846155,65,4.877,13.3
"May I have a One Hazelnut Latte with caramel drizzle, please., thank you?",1. Place cup 2. Drizzle hazelnut syrup 3. Pour espresso 4. Pour milk 5. Drizzle caramel syrup 6. Serve beverage 7. Done, 1. Place cup 2. Drizzle hazelnut syrup 3. Pour espresso 4. Pour milk 5. Drizzle caramel syrup 6. Serve beverage 7. Done,1.000,1.000,1.000,0.9622641509433962,0.24528301886792453,53,3.824,13.9
I would like to order a Strawberry Cheeseholic Frappe with extra milk.,1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Drizzle cream cheese syrup 5. Pour milk 6. Blend well 7. Pour into cup 8. Pour milk 9. Serve beverage 10. Done, 1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Drizzle cream cheese syrup 5. Pour milk 6. Blend well 7. Pour into cup 8. Pour milk 9. Serve beverage 11. Done,1.000,1.000,1.000,0.9861111111111112,0.2777777777777778,72,5.609,12.8
"May I have a Juice with caramel drizzle, thank you?",1. Place cup 2. Add ice 3. Add banana syrup 4. Add multigrain powder 5. Pour milk 6. Stir 7. Drizzle caramel syrup 8. Serve beverage 9. Done, 1. Place cup 2. Add ice 3. Add banana syrup 4. Add apple syrup 5. Pour milk 6. Stir 7. Drizzle caramel syrup 8. Serve beverage 9. Done,0.889,0.889,0.889,0.9310344827586207,0.27586206896551724,58,4.248,13.7
"Would you get me a Green Grape Ade with whipped cream, please?",1. Place cup 2. Add ice 3. Drizzle green grape syrup 4. Pour soda water 5. Stir 6. Garnish whipped cream 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Drizzle green grape syrup 4. Pour soda water 5. Stir 6. Garnish whipped cream 7. Serve beverage 8. Done,1.000,1.000,1.000,0.9818181818181818,0.21818181818181817,55,3.605,15.3
Could you please prepare a Multigrain Banana Juice with a dash of vanilla syrup for me?,1. Place cup 2. Add ice 3. Add banana syrup 4. Add multigrain powder 5. Pour milk 6. Stir 7. Drizzle vanilla syrup 8. Serve beverage 9. Done, 1. Place cup 2. Add ice 3. Add banana syrup 4. Add multigrain powder 5. Pour milk 6. Stir 7. Drizzle vanilla syrup 8. Serve beverage 9. Done,1.000,1.000,1.000,0.9830508474576272,0.2711864406779661,59,4.352,13.6
I would like to order a Caramel Macchiato with extra milk.,1. Place cup 2. Drizzle caramel syrup 3. Pour milk 4. Pour espresso 5. Garnish caramel 6. Pour milk 7. Serve beverage 8. Done, 1. Place cup 2. Drizzle caramel syrup 3. Pour milk 4. Pour espresso 5. Garnish caramel 6. Pour milk 7. Serve beverage 8. Done,1.000,1.000,1.000,0.9814814814814815,0.24074074074074073,54,3.624,14.9
"Would you get me a Unicorn Magic Ade with whipped cream, please?",1. Place cup 2. Add ice 3. Drizzle colored syrup 4. Pour soda water 5. Stir 6. Garnish whipped cream 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Drizzle colored syrup 4. Pour soda water 5. Stir 6. Garnish whipped cream 7. Serve beverage 8. Done,1.000,1.000,1.000,0.9811320754716981,0.33962264150943394,53,4.433,12.0
I would like to order a Hazelnut Americano with extra milk.,1. Place cup 2. Add ice 3. Drizzle hazelnut syrup 4. Pour water 5. Pour espresso 6. Pour milk 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Drizzle hazelnut syrup 4. Pour water 5. Pour espresso 6. Pour milk 7. Serve beverage 8. Done,1.000,1.000,1.000,0.9803921568627451,0.21568627450980393,51,3.301,15.5
Could you please prepare a Cookie Frappe with a dash of vanilla syrup for me?,1. Prepare blender 2. Add ice 3. Drizzle cookie syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle vanilla syrup 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Drizzle cookie syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle vanilla syrup 8. Serve beverage 9. Done,1.000,1.000,1.000,1.0,0.16129032258064516,62,3.587,17.3
I would like to order a Strawberry Yogurt Smoothie with extra milk.,1. Prepare blender 2. Add ice 3. Add strawberry puree 4. Add yogurt 5. Pour milk 6. Blend well 7. Pour into cup 8. Pour milk 9. Serve beverage 10. Done, 1. Prepare blender 2. Add ice 3. Add strawberry puree 4. Add yogurt 5. Pour milk 6. Blend well 7. Pour into cup 8. Pour milk 9. Serve beverage 11. Done,1.000,1.000,1.000,0.9682539682539683,0.25396825396825395,63,4.562,13.8
"May I have a One Mint-Cream Choco Latte with caramel drizzle, please., thank you?",1. Place cup 2. Drizzle chocolate syrup 3. Drizzle mint syrup 4. Pour milk 5. Drizzle caramel syrup 6. Serve beverage 7. Done, 1. Place cup 2. Drizzle chocolate syrup 3. Drizzle mint syrup 4. Pour milk 5. Drizzle caramel syrup 6. Serve beverage 7. Done,1.000,1.000,1.000,0.9636363636363636,0.2545454545454545,55,4.066,13.5
"Would you get me a Hazelnut Americano with whipped cream, please?",1. Place cup 2. Add ice 3. Drizzle hazelnut syrup 4. Pour water 5. Pour espresso 6. Garnish whipped cream 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Drizzle hazelnut syrup 4. Pour water 5. Pour espresso 6. Garnish whipped cream 7. Serve beverage 8. Done,1.000,1.000,1.000,1.0,0.23214285714285715,56,3.853,14.5
Please may I have a Strawberry Pong Crush with an extra shot of espresso?,1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Drizzle strawberry syrup 4. Pour milk 5. Blend well 6. Pour into cup 7. Pour espresso 8. Serve beverage 9. Done,1.000,1.000,1.000,0.9666666666666667,0.2,60,3.860,15.5
Please may I have a Sweet Potato Latte with an extra shot of espresso?,1. Place cup 2. Drizzle sweet potato syrup 3. Pour milk 4. Garnish sweet potato powder 5. Pour espresso 6. Serve beverage 7. Done, 1. Place cup 2. Drizzle sweet potato syrup 3. Pour milk 4. Garnish sweet potato powder 5. Pour espresso 6. Serve beverage 7. Done,1.000,1.000,1.000,0.9411764705882353,0.3137254901960784,51,4.061,12.6
Please may I have a Toffee-Nut Latte with an extra shot of espresso?,1. Place cup 2. Drizzle toffee nut syrup 3. Pour milk 4. Pour espresso 5. Serve beverage 6. Done, 1. Place cup 2. Drizzle toffee nut syrup 3. Pour milk 4. Pour espresso 5. Serve beverage 6. Done,1.000,1.000,1.000,1.0,0.24390243902439024,41,2.728,15.0
I would like to order a Honey Americano with extra milk.,1. Place cup 2. Add ice 3. Drizzle honey syrup 4. Pour water 5. Pour espresso 6. Pour milk 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Drizzle honey syrup 4. Pour water 5. Pour espresso 6. Pour milk 7. Serve beverage 8. Done,1.000,1.000,1.000,1.0,0.24489795918367346,49,3.313,14.8
I would like to order a Green Grape Mojito with extra milk.,1. Place cup 2. Add ice 3. Drizzle grape syrup 4. Drizzle mint syrup 5. Pour soda water 6. Stir 7. Pour milk 8. Serve beverage 9. Done, 1. Place cup 2. Add ice 3. Drizzle grape syrup 4. Drizzle mint syrup 5. Pour soda water 6. Stir 7. Pour milk 8. Serve beverage 9. Done,1.000,1.000,1.000,1.0,0.22033898305084745,59,4.003,14.7
I would like to order a Mega Americano with extra milk.,1. Place cup 2. Add ice 3. Pour water 4. Pour espresso 5. Pour milk 6. Serve beverage 7. Done, 1. Place cup 2. Add ice 3. Pour water 4. Pour espresso 5. Pour milk 6. Serve beverage 7. Done,1.000,1.000,1.000,0.9736842105263158,0.21052631578947367,38,2.295,16.6
Could you please prepare a Strawberry Juice with a dash of vanilla syrup for me?,1. Place cup 2. Add ice 3. Add strawberry syrup 4. Pour water 5. Stir 6. Drizzle vanilla syrup 7. Serve beverage 8. Done, 1. Place cup 2. Add ice 3. Add strawberry syrup 4. Pour water 5. Stir 6. Drizzle vanilla syrup 7. Serve beverage 8. Done,1.000,1.000,1.000,0.9803921568627451,0.23529411764705882,51,3.449,14.8
"May I have a One Plain Yogurt Smoothie with caramel drizzle, please., thank you?",1. Prepare blender 2. Add ice 3. Add yogurt 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle caramel syrup 8. Serve beverage 9. Done, 1. Prepare blender 2. Add ice 3. Add yogurt 4. Pour milk 5. Blend well 6. Pour into cup 7. Drizzle caramel syrup 8. Serve beverage 9. Done,1.000,1.000,1.000,1.0,0.21666666666666667,60,4.118,14.6
